state,IN_COUNT_18_24,OUT_COUNT_18_24,POP_AGE_18_24,NET_COUNT_18_24,IN_RATE_18_24,OUT_RATE_18_24,NET_RATE_18_24,IN_COUNT_25_34,OUT_COUNT_25_34,POP_AGE_25_34,NET_COUNT_25_34,IN_RATE_25_34,OUT_RATE_25_34,NET_RATE_25_34,IN_COUNT_35_54,OUT_COUNT_35_54,POP_AGE_35_54,NET_COUNT_35_54,IN_RATE_35_54,OUT_RATE_35_54,NET_RATE_35_54,IN_COUNT_55_64,OUT_COUNT_55_64,POP_AGE_55_64,NET_COUNT_55_64,IN_RATE_55_64,OUT_RATE_55_64,NET_RATE_55_64,IN_COUNT_65_PLUS,OUT_COUNT_65_PLUS,POP_AGE_65_PLUS,NET_COUNT_65_PLUS,IN_RATE_65_PLUS,OUT_RATE_65_PLUS,NET_RATE_65_PLUS,state_name,POP,MED_RENT,MED_HOMEVAL,COST_BURDEN_ALL,VACANCY_RATE,TRANSIT_SHARE,BA_PLUS,LAND_AREA,POP_DENS,GDP,RPP,REAL_PCPI,UNEMP,PRIV_EMP,PRIV_ESTAB,PRIV_AVG_PAY,PERMITS,ELEC_PRICE_TOT,COMMUTE_MED,UNINSURED,CRIME_VIOLENT_RATE,NRI_RISK_INDEX,abbrev,IN_SHARE_18_24,OUT_SHARE_18_24,IN_SHARE_25_34,OUT_SHARE_25_34,IN_SHARE_35_54,OUT_SHARE_35_54,IN_SHARE_55_64,OUT_SHARE_55_64,IN_SHARE_65_PLUS,OUT_SHARE_65_PLUS,IN_COUNT_ALL_AGES,OUT_COUNT_ALL_AGES,IN_SHARE_ALL_AGES,OUT_SHARE_ALL_AGES,IN_SHARE_PCT_18_24,IN_SHARE_PCT_25_34,IN_SHARE_PCT_35_54,IN_SHARE_PCT_55_64,IN_SHARE_PCT_65_PLUS,OUT_SHARE_PCT_18_24,OUT_SHARE_PCT_25_34,OUT_SHARE_PCT_35_54,OUT_SHARE_PCT_55_64,OUT_SHARE_PCT_65_PLUS,IN_SHARE_PCT_ALL_AGES,OUT_SHARE_PCT_ALL_AGES
27,26067,36701,519877,-10634,50.14070635938886,70.5955447153846,-20.454838355995744,27948,24178,749154,3770,37.3060812596609,32.273738109921325,5.032343149739573,18864,17851,1463382,1013,12.89068746233041,12.198455358887836,0.6922321034425735,5988,8182,713641,-2194,8.390773512172087,11.465148442984638,-3.074374930812551,10107,11076,1056273,-969,9.568549039878896,10.485925513574616,-0.9173764736957208,Minnesota,5793151,1291,344600,27.220130639973394,5.674530902189007,1.7604840408879754,40.03043352710015,79626.74,72.75383872302193,399253.3,98.621,62039,3.0,2541147,205850,74792.14498688978,20913,12.35,20.411778198889067,5.1,256.6,76.72,MN,0.0163258736318383,0.02280330048587725,0.016004663731982012,0.013868088540558337,0.012773477969407032,0.012114512033074497,0.011263218481609804,0.015405819641572742,0.01573835739945717,0.017291849131894844,88974,97988,0.014844958330204971,0.016336669978859762,1.6325873631838301,1.6004663731982012,1.2773477969407032,1.1263218481609805,1.573835739945717,2.280330048587725,1.3868088540558337,1.2114512033074498,1.5405819641572742,1.7291849131894843,1.4844958330204971,1.6336669978859761
28,13916,12085,287446,1831,48.41257140471602,42.04267932063762,6.369892084078401,13010,13694,359127,-684,36.22673873030989,38.13135743065824,-1.9046187003483448,14811,11647,733071,3164,20.20404571999165,15.887956282542891,4.31608943744876,5455,3207,360057,2248,15.150378967774548,8.906923070513836,6.243455897260712,5770,2752,531347,3018,10.859193709572088,5.179289616766445,5.679904092805643,Mississippi,2943045,990,186500,26.26222709464685,7.109752411456206,0.2629293431143458,27.017466205418224,46923.27,62.72037306862885,123419.3,86.953,48465,3.1,936506,85365,50272.504188974766,7883,10.93,22.566370155840573,9.7,210.5,71.06,MS,0.008715650341836875,0.00750872963602699,0.007450288934917918,0.007854644903400028,0.010029049099071648,0.007904191454216496,0.010260664131125833,0.006038433584762135,0.008984893855235763,0.004296421886147942,52962,43385,0.00883649923667943,0.007233196177417957,0.8715650341836875,0.7450288934917918,1.0029049099071647,1.0260664131125834,0.8984893855235763,0.7508729636026991,0.7854644903400028,0.7904191454216496,0.6038433584762135,0.42964218861479425,0.883649923667943,0.7233196177417957
29,37140,28944,575388,8196,64.54774864960687,50.30344741287618,14.244301236730694,35981,31643,817633,4338,44.00629622336672,38.70073737239079,5.305558850975927,26455,30130,1537298,-3675,17.20876498896115,19.599322967960667,-2.3905579789995173,10459,11361,779145,-902,13.423688787067876,14.5813680380417,-1.1576792509738238,9101,10459,1169201,-1358,7.783948183417564,8.94542512365282,-1.1614769402352547,Missouri,6245466,1067,254400,26.098100688034386,5.073448611527355,0.9966775232994122,33.47160780028801,68741.52,90.85434828906897,353307.4,90.817,57850,3.6,2482938,233602,64752.46240099431,18464,11.06,21.598668974275967,7.7,462.0,80.09,MO,0.023260940909443917,0.01798367154200788,0.020604830604710345,0.018149885254731057,0.01791361109418273,0.020447607840262987,0.019673013042611383,0.021391532259582978,0.014171840377209824,0.016328588847100773,119136,112537,0.01987736817078359,0.01876229568325653,2.326094090944392,2.0604830604710345,1.791361109418273,1.9673013042611383,1.4171840377209823,1.798367154200788,1.8149885254731057,2.0447607840262987,2.1391532259582977,1.6328588847100773,1.9877368170783591,1.876229568325653
30,11632,8671,103469,2961,112.42014516425208,83.8028781567426,28.617267007509497,7718,9041,142328,-1323,54.22685627564499,63.5222865493789,-9.29543027373391,6297,6341,281578,-44,22.36325281094404,22.519515018929035,-0.1562622079849988,2664,2875,138420,-211,19.24577373211964,20.77011992486635,-1.524346192746713,3938,3256,241423,682,16.311619025527808,13.48670176412355,2.824917261404257,Montana,1137233,1177,425400,27.920320865877297,4.898978926786878,0.824678048167569,36.33522405626632,145545.8,7.813574833488841,60605.7,94.645,59203,3.0,426650,61654,59628.25350990273,5367,10.83,16.548566343477408,8.8,423.5,67.09,MT,0.007285171369376727,0.005387521280429461,0.004419779400437855,0.0051857634417730135,0.004263920206390802,0.0043032950984104755,0.005010890787409573,0.0054133135504181905,0.0061321511268489495,0.005083266592041316,32249,30184,0.005380617497142762,0.005032310554781229,0.7285171369376727,0.44197794004378554,0.4263920206390802,0.5010890787409573,0.6132151126848949,0.5387521280429461,0.5185763441773014,0.43032950984104756,0.5413313550418191,0.5083266592041316,0.5380617497142761,0.5032310554781229
31,12995,11401,199010,1594,65.29822621978795,57.2885784633938,8.00964775639415,9497,11790,261403,-2293,36.33087608022861,45.10277234767772,-8.771896267449112,10484,11122,488134,-638,21.47770898974462,22.784727144595543,-1.307018154850922,2805,4041,229218,-1236,12.2372588540167,17.629505536214435,-5.392246682197733,4253,4447,348052,-194,12.219438474710676,12.776826451219932,-0.5573879765092572,Nebraska,2005466,1102,263100,27.777750809454236,3.711922956139433,0.4669316280066324,35.358872842847525,76824.17,26.104623063288543,148102.8,90.103,65297,2.8,853147,73388,60997.53985303822,10479,9.07,18.066905484940506,7.1,220.5,70.12,NE,0.00813882410119073,0.0070837423732183465,0.005438539124897422,0.006762542968532666,0.007099085190376555,0.007547902236953367,0.0052761068538603045,0.007608765237300837,0.006622660930037731,0.006942655569658394,40034,42801,0.006679513810679814,0.007135831038139125,0.813882410119073,0.5438539124897422,0.7099085190376555,0.5276106853860305,0.662266093003773,0.7083742373218347,0.6762542968532667,0.7547902236953367,0.7608765237300837,0.6942655569658394,0.6679513810679814,0.7135831038139125
32,14404,15770,262085,-1366,54.959268939466206,60.171318465383365,-5.212049525917164,29431,21675,471024,7756,62.4830157274364,46.01676347702028,16.466252250416115,37185,19452,868890,17733,42.795981079308085,22.387183648102752,20.408797431205333,12597,8149,402412,4448,31.303738457103663,20.25039014741111,11.053348309692554,15311,10159,575351,5152,26.611581452017987,17.65704761093663,8.954533841081357,Nevada,3267467,1709,455500,37.74820913291765,7.181307151329179,2.500833315939642,28.528910629047964,109781.18,29.763453080027016,207351.9,99.979,56503,5.6,1377101,106439,65772.04144067864,19994,11.47,23.687316438616264,11.4,402.0,95.56,NV,0.009021286829823106,0.009798317448088179,0.016853916498352748,0.012432410419248984,0.025179271537977128,0.013201024484195011,0.023694516234609005,0.01534368421647229,0.023841890782931505,0.015860228903116624,108928,75205,0.01817420393589776,0.012538262499083033,0.9021286829823106,1.6853916498352748,2.5179271537977126,2.3694516234609004,2.3841890782931507,0.9798317448088179,1.2432410419248985,1.3201024484195012,1.5343684216472289,1.5860228903116624,1.817420393589776,1.2538262499083033
33,9299,11785,122828,-2486,75.70749340541245,95.94717816784448,-20.23968476243202,12231,10431,177448,1800,68.92723502096389,58.78341824083675,10.143816780127136,10038,6520,346391,3518,28.97881295992101,18.822659942088563,10.15615301783245,4951,3984,210964,967,23.46845907358601,18.88473862839157,4.583720445194441,4949,3574,303232,1375,16.32083685099198,11.786355002110597,4.534481848881384,New Hampshire,1409032,1558,458800,30.466155822172848,3.810601202647276,0.5570916131256672,41.51834957395464,8952.65,157.3871423544984,94926.0,104.165,64632,2.6,604412,64226,79034.07843159964,4965,20.6,23.582164083083143,4.5,110.1,78.79,NH,0.005824003487262224,0.007322331713742498,0.00700418785265035,0.005983043740862106,0.006797082901659659,0.004424772755343999,0.009312657765940239,0.007501440412127329,0.00770645401898818,0.005579728132664516,41468,36294,0.006918771012171417,0.006050976652373108,0.5824003487262224,0.700418785265035,0.6797082901659659,0.9312657765940239,0.7706454018988179,0.7322331713742498,0.5983043740862106,0.44247727553439986,0.7501440412127328,0.5579728132664515,0.6918771012171417,0.6050976652373108
34,23016,60267,800206,-37251,28.762593632139723,75.31435655318755,-46.55176292104783,44334,46748,1234980,-2414,35.898557061652824,37.85324458695688,-1.9546875253040532,36574,44766,2471493,-8192,14.798342540318746,18.112938211841996,-3.314595671523245,10345,15547,1243932,-5202,8.316370991340362,12.498271609702138,-4.181900618361776,13643,19722,1706665,-6079,7.993953119094843,11.55587066002994,-3.5619175409350987,New Jersey,9500851,1800,496000,35.84687004083586,3.6995605453039406,9.732897766918883,44.54710555845139,7354.22,1291.8910503085303,675897.6,108.805,63142,4.5,3678973,320477,83687.84027961064,34932,16.29,27.781894440699418,7.7,217.7,94.43,NJ,0.014415019277645698,0.037445478607731786,0.02538824824294012,0.02681385569914886,0.024765541945138508,0.0303802725714309,0.01945858303143845,0.029273316788991862,0.02124452458699853,0.030789982717518066,127912,187050,0.021341608896230112,0.031185187161139306,1.4415019277645698,2.538824824294012,2.476554194513851,1.945858303143845,2.124452458699853,3.744547860773179,2.681385569914886,3.03802725714309,2.9273316788991863,3.0789982717518067,2.1341608896230113,3.1185187161139307
35,9723,11370,200903,-1647,48.39648984833477,56.594475941125815,-8.197986092791048,13729,10497,274996,3232,49.92436253618234,38.17146431220818,11.752898223974167,13020,14150,526488,-1130,24.729908373980034,26.876206105362325,-2.146297731382292,5002,4823,254799,179,19.631160247881663,18.92864571681993,0.7025145310617389,5007,8172,429233,-3165,11.664993138924547,19.038610731234552,-7.373617592310004,New Mexico,2130256,1117,279900,26.729523787297104,6.816307183565918,0.465710578118416,31.783097590332247,121298.15,17.56214748534912,119044.5,92.212,51121,4.1,686080,64556,58896.61925868703,7572,9.18,20.37669504496678,10.1,717.1,84.24,NM,0.006089556501414195,0.007064481254582282,0.007862030498653966,0.006020900215495114,0.008816299997968595,0.00960284271290147,0.00940858698146497,0.009081186523014585,0.007796770109734051,0.012758124874128265,46481,49012,0.007755170141235161,0.008171335969750119,0.6089556501414195,0.7862030498653966,0.8816299997968594,0.940858698146497,0.779677010973405,0.7064481254582282,0.6020900215495114,0.960284271290147,0.9081186523014585,1.2758124874128265,0.7755170141235161,0.8171335969750119
36,84938,81146,1776645,3792,47.80808771589147,45.67372772838693,2.134359987504538,95130,114177,2800474,-19047,33.96924949133611,40.77059812017537,-6.801348628839261,47289,93610,4984281,-46321,9.4876272023989,18.78104384564193,-9.293416643243027,15330,34221,2576140,-18891,5.950763545459486,13.283827742281089,-7.333064196821601,15031,36346,3757173,-21315,4.000614291649599,9.673762693386756,-5.673148401737157,New York,19867248,1634,449800,37.13719364431149,3.8135380080306014,24.19731489696503,41.21714812536673,47126.4,421.5736402525973,1840059.3,107.921,64153,4.3,8303012,691628,95736.38420250386,46549,19.66,30.2275848162567,5.0,380.2,91.51,NY,0.05319703282084942,0.05041815267232488,0.054477016631724946,0.06548998036625565,0.03202104536128547,0.06352806405333615,0.02883519360772851,0.06443443582916901,0.02340588206898592,0.05674336841349314,257718,359500,0.04299922416597843,0.059936245840307836,5.319703282084943,5.447701663172495,3.202104536128547,2.883519360772851,2.340588206898592,5.041815267232487,6.548998036625566,6.352806405333615,6.443443582916901,5.674336841349314,4.299922416597843,5.993624584030783
37,62731,47398,1049988,15333,59.744492318007445,45.14146828344705,14.603024034560397,67657,63796,1481768,3861,45.65964442476825,43.05397336155188,2.605671063216374,65122,49300,2810579,15822,23.170314728744504,17.540869692686098,5.629445036058407,26170,16135,1373483,10035,19.053748754079955,11.747506157702716,7.306242596377239,27529,22147,1980690,5382,13.898691870004898,11.181456967016544,2.7172349029883525,North Carolina,11046024,1338,333000,29.555135610835343,7.3914647494076995,0.8077118606707271,37.140084639810006,48617.91,227.20071677289292,664131.6,94.326,56310,3.6,4184582,368542,69141.20131497005,95163,11.65,22.787585780837663,8.6,375.8,83.61,NC,0.039288693704639915,0.029449629068134652,0.038744365754784134,0.03659229781344444,0.044096396963725866,0.03345725411632809,0.04922485431925995,0.03038045709078174,0.04286744245074269,0.03457589226472328,249209,198776,0.04157953132951256,0.03314015911864542,3.9288693704639917,3.8744365754784136,4.409639696372587,4.922485431925995,4.286744245074269,2.944962906813465,3.659229781344444,3.345725411632809,3.038045709078174,3.457589226472328,4.157953132951256,3.314015911864542
38,10172,5880,87325,4292,116.48439736616088,67.33466933867736,49.14972802748354,4417,5127,114857,-710,38.45651549317847,44.638115221536346,-6.181599728357871,5983,3810,189550,2173,31.56423107359536,20.10023740437879,11.463993669216563,1265,820,86514,445,14.621910904593475,9.478234736574429,5.143676168019049,2060,1833,140295,227,14.683345807049433,13.06532663316583,1.6180191738836025,North Dakota,796568,980,266100,22.350266653322088,3.228989911181478,0.5136617454557505,33.951725851630975,69000.8,11.544329920812512,63366.4,88.959,65271,2.4,354071,34330,67001.31087550237,2319,7.93,14.562049313793906,6.1,254.3,55.75,ND,0.006370767122532674,0.0036533992767760616,0.002529433222562063,0.0029407597794458844,0.004051299760971283,0.0025856417481381344,0.0023794207380154315,0.0015439711691627534,0.0032077783954567894,0.002861679257743161,23897,17470,0.003987119486781624,0.002912618121919827,0.6370767122532675,0.2529433222562063,0.4051299760971283,0.23794207380154314,0.32077783954567896,0.36533992767760615,0.29407597794458845,0.25856417481381344,0.15439711691627533,0.2861679257743161,0.39871194867816234,0.2912618121919827
39,47905,43648,1061428,4257,45.13259495698248,41.12196022716567,4.010634729816813,47992,43372,1562307,4620,30.718674370658263,27.76150910160423,2.957165269054033,42087,31702,2919143,10385,14.417587627601662,10.860036661444814,3.5575509661568483,11210,14809,1500463,-3599,7.471027276247399,9.869620243884722,-2.3985929676373225,18961,15769,2271397,3192,8.347726091035605,6.94242353934605,1.405302551689555,Ohio,11883304,1090,239800,26.75940017714404,4.81918017859101,0.9709194197585744,32.351177891052195,40860.69,290.82484901747864,721997.3,92.774,56232,4.3,4784025,328831,65532.74025930048,31411,11.29,21.60165294490184,6.7,293.7,78.98,OH,0.030003106469222156,0.027119655039578493,0.027483033556078458,0.02487743966337564,0.028498588173157008,0.021514439553668014,0.02108561776533833,0.027883742736745383,0.029525575804007855,0.024618559855620243,168155,149300,0.028055993526374185,0.02489146454508473,3.0003106469222156,2.7483033556078458,2.8498588173157007,2.1085617765338327,2.9525575804007853,2.7119655039578494,2.4877439663375642,2.151443955366801,2.7883742736745383,2.4618559855620243,2.8055993526374183,2.489146454508473
40,23494,17238,404802,6256,58.03825079915613,42.583781700683296,15.454469098472831,22180,20787,542366,1393,40.89489385396577,38.32651751769101,2.5683763362747665,22778,14679,1024295,8099,22.237734246481725,14.33083242620534,7.906901820276385,7848,4276,468502,3572,16.751262534631657,9.126962104750886,7.624300429880769,8104,4230,692081,3874,11.709612025182023,6.112001340883509,5.597610684298514,Oklahoma,4095393,1044,222100,26.891568999618396,5.933627050951927,0.2851042237425886,29.319342163737456,68594.92,59.704027645195886,210315.9,87.843,58692,3.3,1355649,123123,58363.852151995095,13669,9.09,20.125243599877905,11.5,422.8,82.26,OK,0.014714392722845325,0.010710424614466965,0.012701568683818557,0.011923068760550342,0.015423785050209573,0.00996184651467708,0.01476181340074712,0.008051244779682845,0.012619337920767873,0.006603875210176525,84404,61210,0.01408247199072336,0.010205000300098032,1.4714392722845324,1.2701568683818558,1.5423785050209573,1.476181340074712,1.2619337920767872,1.0710424614466965,1.1923068760550342,0.9961846514677081,0.8051244779682845,0.6603875210176525,1.408247199072336,1.0205000300098033
41,24906,25042,362169,-136,68.76900010768453,69.14451540579122,-0.375515298106685,27579,27640,585020,-61,47.14197805203241,47.246247991521656,-0.1042699394892482,27841,26503,1148112,1338,24.249376367462407,23.08398483771618,1.165391529746227,10293,7490,501604,2803,20.52017129050008,14.932097830160844,5.588073460339232,15139,12971,850217,2168,17.80604245739617,15.256105206082683,2.549937251313488,Oregon,4272371,1597,497500,34.301226300974044,5.116879009800678,2.414279636471145,37.843202149270994,95988.01,44.50942362488815,263347.7,103.361,55451,4.2,1701612,180622,69890.64363850278,14621,11.11,20.499941596826204,5.2,331.0,89.93,OR,0.015598734364313683,0.01555925589949424,0.015793352693013164,0.015853832709944265,0.018852120448805194,0.01798615833357086,0.019360772850903426,0.014102858606132954,0.023574056858650647,0.020250322778061394,105758,99646,0.01764530203301883,0.016613093610579457,1.5598734364313682,1.5793352693013165,1.8852120448805194,1.9360772850903425,2.3574056858650647,1.555925589949424,1.5853832709944264,1.798615833357086,1.4102858606132953,2.0250322778061394,1.7645302033018828,1.6613093610579457
42,62962,63450,1188407,-488,52.98016588592965,53.39079961662966,-0.4106337307000043,59291,63594,1665429,-4303,35.601037330321496,38.18475599980545,-2.5837186694839587,48649,48196,3222374,453,15.09725438450037,14.956674799387036,0.1405795851133357,13240,20148,1711578,-6908,7.735551637144202,11.771593231509168,-4.036041594364966,19159,21167,2665974,-2008,7.186491691216793,7.939687333784951,-0.7531956425681571,Pennsylvania,13078751,1252,277600,27.630814267948143,4.830760355660342,4.172715276390103,36.36676630307203,44742.7,292.310276313231,803232.5,97.572,58620,3.6,5345984,375291,71759.6643893809,24810,12.51,23.45520646547887,5.8,245.6,87.45,PA,0.03943336999301045,0.03942316056317026,0.033953503554205865,0.03647643405774948,0.03294194920131906,0.03270802879088334,0.024903976736224753,0.03793650136133068,0.029833896251726517,0.03304591644770839,203301,216555,0.033919963961258355,0.036104294069396005,3.943336999301045,3.3953503554205864,3.294194920131906,2.4903976736224753,2.9833896251726517,3.942316056317026,3.6476434057749483,3.270802879088334,3.793650136133068,3.304591644770839,3.3919963961258355,3.6104294069396006
44,12067,8463,111702,3604,108.02850441352884,75.76408658752753,32.26441782600133,11073,8695,150668,2378,73.49271245387209,57.70966628613906,15.783046167733028,5737,6573,276355,-836,20.75953031426969,23.78462484847388,-3.025094534204194,1531,1691,149879,-160,10.214906691397728,11.282434497161043,-1.0675278057633155,1429,3085,220168,-1656,6.490498165037607,14.01202717924494,-7.521529014207332,Rhode Island,1112308,1418,455700,36.02086019298801,3.763984247028892,2.130934603387794,39.00309884953643,1033.81,1075.9307803174663,63459.1,102.28,55878,4.3,433425,48281,66499.5334233143,1757,24.15,22.62292278222797,4.6,153.6,78.49,RI,0.0075576137305939615,0.005258285387645546,0.0063410491449920146,0.004987303741424218,0.003884724507553443,0.0044607410001343715,0.002879757430752273,0.003183969813480751,0.0022252016151008505,0.0048163014239703495,31837,28507,0.005311876934371115,0.004752719221612393,0.7557613730593962,0.6341049144992015,0.3884724507553443,0.2879757430752273,0.22252016151008505,0.5258285387645546,0.49873037414242183,0.44607410001343717,0.3183969813480751,0.48163014239703494,0.5311876934371116,0.4752719221612393
45,45043,29118,503116,15925,89.52806112308096,57.87532099953092,31.65274012355004,38322,31910,688592,6412,55.6526941933685,46.34093919185817,9.311755001510328,37777,25796,1353384,11981,27.9129943903578,19.06037015362972,8.852624236728083,15987,7708,701176,8279,22.800266980044952,10.99296039796,11.807306582084957,21389,14694,1082724,6695,19.754803624931192,13.571325656399967,6.183477968531223,South Carolina,5478831,1272,299500,27.602400478656165,7.865993439722847,0.3274899013252432,33.33325491991899,30060.7,182.258929432781,278032.8,93.749,52463,4.1,1918314,186229,60719.812601065314,47072,10.9,23.255241529813205,9.0,436.7,87.08,SC,0.02821062362369635,0.018091782336932885,0.02194542448608182,0.01830303190211004,0.025580135562462334,0.017506355520989846,0.0300709876194883,0.014513328990129882,0.03330639422350741,0.022940270056343703,158518,109226,0.026448098372417014,0.01821028202546165,2.8210623623696347,2.194542448608182,2.5580135562462334,3.0070987619488303,3.330639422350741,1.8091782336932885,1.830303190211004,1.7506355520989847,1.4513328990129881,2.29402700563437,2.6448098372417013,1.821028202546165
46,6348,6612,83838,-264,75.71745509196307,78.86638517140199,-3.148930079438918,4577,7504,116985,-2927,39.12467410351754,64.14497585160491,-25.020301748087363,5418,4982,219782,436,24.6517003212274,22.66791638987724,1.983783931350156,1569,2555,110627,-986,14.18279443535484,23.09562764966961,-8.91283321431477,2652,3358,175902,-706,15.076576730224785,19.090175211197145,-4.01359848097236,South Dakota,924669,999,289600,24.370785400024065,7.077702187376064,0.2220994173304784,34.181672913030084,75811.0,12.197029454828456,57718.0,88.586,69153,1.8,381950,37934,58673.46198978924,6017,10.87,15.548906314486176,8.1,362.3,56.61,SD,0.003975779560935648,0.004108210207150224,0.0026210586053127833,0.0043041664491831316,0.0036687183862514476,0.003381015010295062,0.0029512341011432505,0.004810788216110774,0.004129625390656022,0.005242508972995927,20564,25011,0.0034310216816410975,0.004169862154970624,0.39757795609356483,0.2621058605312783,0.3668718386251448,0.2951234101143251,0.4129625390656022,0.4108210207150224,0.43041664491831316,0.3381015010295062,0.4810788216110774,0.5242508972995927,0.34310216816410977,0.4169862154970624
47,40877,30998,654793,9879,62.42736254052807,47.34015177315579,15.087210767372284,51620,39971,992689,11649,52.00017326675323,40.26538019460274,11.734793072150492,34562,32305,1821201,2257,18.977586768291918,17.738294674777798,1.2392920935141152,19013,13748,908689,5265,20.92355030158833,15.12948874697504,5.794061554613295,15481,12866,1273979,2615,12.151691668387,10.099067567047808,2.05262410133919,Tennessee,7227750,1284,332600,27.728923283363464,6.651766284464261,0.4520381229354028,32.41739613549968,41234.9,175.28234577990972,440200.2,91.87,58582,3.4,2838835,222670,67904.40084295142,44863,10.9,23.38296626788689,9.7,592.3,77.78,TN,0.025601439998797496,0.01925987598324904,0.02956063910995103,0.022926684053877794,0.023403145970029997,0.021923663168924523,0.03576278774062245,0.025885994675182357,0.02410661035925561,0.020086396797666942,161553,129888,0.0269544760617664,0.021655073990837007,2.5601439998797497,2.9560639109951032,2.3403145970029997,3.576278774062245,2.410661035925561,1.925987598324904,2.2926684053877793,2.1923663168924525,2.5885994675182356,2.008639679766694,2.6954476061766397,2.1655073990837006
48,106013,106604,3056382,-591,34.68578207828733,34.87914795990815,-0.1933658816208183,145953,119045,4514557,26908,32.32941792516962,26.369143196109828,5.960274729059795,129888,105481,8326020,24407,15.600250780084602,12.66883817238008,2.9314126077045213,35495,32333,3370913,3162,10.529788220580004,9.59176341839733,0.9380248021826728,36088,29829,4365469,6259,8.266694827062109,6.832942806374298,1.4337520206878116,Texas,31290831,1475,313200,33.26350077455711,8.453435360035595,0.980350882248381,35.163830573798585,261231.71,119.7819016688288,2221943.3,97.057,58219,4.1,11910861,829105,76726.80937910367,225756,9.79,24.10563091468739,16.7,389.4,90.99,TX,0.06639639549361545,0.06623588035738695,0.08358124680384896,0.06828218216191444,0.08795173380461942,0.07158427224025159,0.06676485304020374,0.06087953635675525,0.05619529453167214,0.0465690292303441,453437,393292,0.07565416155700712,0.06557008622816787,6.639639549361545,8.358124680384895,8.795173380461941,6.676485304020375,5.619529453167214,6.623588035738695,6.828218216191444,7.158427224025159,6.087953635675525,4.65690292303441,7.565416155700712,6.557008622816787
49,31161,25205,417656,5956,74.60924780201888,60.34870802765913,14.26053977435976,19627,23366,528334,-3739,37.14884902353435,44.2258117024458,-7.076962678911446,17994,14608,878482,3386,20.483060552179783,16.62868448072926,3.854376071450525,5754,4202,311466,1552,18.473926528096165,13.491039150340647,4.982887377755517,5007,4750,434922,257,11.512409121635605,10.92149856755924,0.5909105540763632,Utah,3503613,1593,545200,29.24289192758023,6.095640910959382,1.8707607813203948,39.11756619437824,82169.62,42.63878791212616,234300.6,98.864,55116,3.2,1451665,135539,66893.2345203611,23902,9.97,20.461842850358032,8.3,229.6,84.88,UT,0.01951626762733392,0.015660532103935483,0.01123957117030238,0.01340233918598255,0.012184370365856135,0.009913662639580543,0.010823072669202207,0.007911910796124256,0.007796770109734051,0.007415699113082386,79543,72131,0.013271433457633623,0.012025761748837955,1.951626762733392,1.123957117030238,1.2184370365856134,1.0823072669202207,0.779677010973405,1.5660532103935483,1.340233918598255,0.9913662639580543,0.7911910796124256,0.7415699113082386,1.3271433457633623,1.2025761748837955
50,8993,4714,62118,4279,144.7728516694034,75.88782639492578,68.88502527447761,4701,4075,74766,626,62.87617366182489,54.50338389107348,8.37278977075141,4641,2632,161210,2009,28.78853669127225,16.3265306122449,12.462006079027356,2669,1144,89886,1525,29.69316690029593,12.727232271988964,16.965934628306968,1676,1299,148485,377,11.287335421086304,8.748358420042429,2.5389770010438766,Vermont,648493,1319,352800,30.507655455475085,2.1386440032980274,1.4279212485134996,45.09610053399727,9216.66,70.36095505313205,36398.9,97.958,58893,2.3,255878,30789,64004.110025090085,2654,18.41,20.55805196435296,4.2,219.1,47.77,VT,0.005632354377992169,0.002928932685496999,0.002692068276944591,0.0023373505171137075,0.003142584354114612,0.0017861966092124855,0.005020295612461017,0.002154028070149012,0.00260982358775999,0.0020279985574513724,22680,13864,0.003784067872963436,0.0023114217310988257,0.5632354377992169,0.26920682769445914,0.3142584354114612,0.5020295612461017,0.26098235877599896,0.2928932685496999,0.23373505171137074,0.17861966092124854,0.21540280701490122,0.20279985574513723,0.3784067872963436,0.23114217310988258
51,61443,53990,824337,7453,74.53626368827312,65.4950584530356,9.04120523523753,64037,65891,1160123,-1854,55.198457404947575,56.79656381263021,-1.5981064076826337,55799,57991,2308877,-2192,24.167160052267835,25.116539339254537,-0.949379286986704,16313,15483,1093443,830,14.918930387775127,14.15986018475586,0.7590702030192703,22707,17029,1550385,5678,14.646039532116216,10.983723397736693,3.662316134379525,Virginia,8811195,1646,403500,29.29724724415658,4.28368853311155,2.9602059719724245,43.341347081907095,39490.09,223.12420660474567,613708.7,101.104,61914,2.9,3369001,308528,77660.2568592292,34059,10.62,24.427072730227096,6.9,217.9,62.56,VA,0.038482013793725435,0.03354541274713258,0.03667134147004909,0.03779395409156793,0.037783465713260335,0.03935536761582114,0.030684182212842477,0.02915281172213038,0.035358749527008404,0.026585671620353673,220299,210384,0.03675601271366719,0.035075457982941094,3.8482013793725436,3.6671341470049095,3.7783465713260336,3.0684182212842477,3.5358749527008406,3.354541274713258,3.779395409156793,3.9355367615821137,2.915281172213038,2.6585671620353675,3.675601271366719,3.5075457982941094
